Icon,Name,Start Time,Grid Northing (m),Grid Easting (m),Elevation (m),Code,Solution Type,PP Correction Status,Control,Note,Photo Notes,Layer,Source,Std Dev n (m),Std Dev e (m),Std Dev u (m),Std Dev Hz (m),Color,Point Symbol,Antenna Type,Antenna Height (m),Ant Height Method,Stop Time,Duration,GPS Satellites,GLONASS Satellites,PDOP,HDOP,VDOP,Geoid Separation (m),Weighted residual n (m),Weighted residual e (m),Weighted residual u (m)
 ,20240720112650 2024-07-20 11:38:09.361149800 AM,7/20/2024 11:38,3490319.81,220429.08,2670.717,USER,Fixed,Corrected,None,228, ,BYCODE(0), ,0.013,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.279,0.66,1.096, , , , 
 ,20240720112650 2024-07-20 11:30:12.367467400 AM,7/20/2024 11:30,3490403.517,220184.496,2670.44,USER,Fixed,Corrected,None,22, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.374,0.705,1.179, , , , 
 ,20240720115140 2024-07-20 11:54:14.640576800 AM,7/20/2024 11:54,3490219.92,220547.305,2634.68,USER,Fixed,Corrected,None,3, ,BYCODE(0), ,0.016,0.012,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.444,0.729,1.246, , , , 
 ,20240720115140 2024-07-20 11:56:15.889346100 AM,7/20/2024 11:56,3490122.709,220696.47,2634.846,USER,Fixed,Corrected,None,48, ,BYCODE(0), ,0.017,0.012,0.014,0.021,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.438,0.728,1.239, , , , 
 ,20240720112650 2024-07-20 11:32:23.751268100 AM,7/20/2024 11:32,3490485.51,220177.044,2671.41,USER,Fixed,Corrected,None,83, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.354,0.699,1.16, , , , 
 ,20240720112650 2024-07-20 11:35:08.543380000 AM,7/20/2024 11:35,3490098.423,220437.949,2669.722,USER,Fixed,Corrected,None,155, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.097, , , , 
 ,20240720112650 2024-07-20 11:29:01.499244700 AM,7/20/2024 11:29,3490763.206,220006.262,2669.633,USER,Fixed,Corrected,None,2, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.376,0.706,1.181, , , , 
 ,20240720112650 2024-07-20 11:32:15.752477200 AM,7/20/2024 11:32,3490414.042,220212.68,2670.865,USER,Fixed,Corrected,None,79, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.354,0.699,1.16, , , , 
 ,20240720115140 2024-07-20 11:55:29.292365100 AM,7/20/2024 11:55,3490198.782,220619.152,2635.123,USER,Fixed,Corrected,None,32, ,BYCODE(0), ,0.016,0.012,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.433,0.728,1.234, , , , 
 ,20240720112650 2024-07-20 11:33:50.738349900 AM,7/20/2024 11:33,3490355.238,220276.273,2670.239,USER,Fixed,Corrected,None,121, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.096, , , , 
 ,20240720112650 2024-07-20 11:35:38.540202600 AM,7/20/2024 11:35,3490367.09,220304.52,2668.985,USER,Fixed,Corrected,None,170, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.096, , , , 
 ,20240720115140 2024-07-20 11:54:22.612568600 AM,7/20/2024 11:54,3490148.671,220582.77,2635.576,USER,Fixed,Corrected,None,7, ,BYCODE(0), ,0.016,0.012,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.444,0.729,1.247, , , , 
 ,20240720112650 2024-07-20 11:35:10.543214600 AM,7/20/2024 11:35,3490116.264,220428.981,2669.685,USER,Fixed,Corrected,None,156, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.097, , , , 
 ,20240720112650 2024-07-20 11:39:33.423622400 AM,7/20/2024 11:39,3490287.628,220478.948,2669.542,USER,Fixed,Corrected,None,265, ,BYCODE(0), ,0.016,0.01,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.561,0.833,1.32, , , , 
 ,20240720112650 2024-07-20 11:35:42.550503700 AM,7/20/2024 11:35,3490402.661,220286.868,2669.362,USER,Fixed,Corrected,None,172, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.661,1.096, , , , 
 ,20240720112650 2024-07-20 11:35:53.224678300 AM,7/20/2024 11:35,3490403.144,220302.163,2669.967,USER,Fixed,Corrected,None,174, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.661,1.096, , , , 
 ,20240720112650 2024-07-20 11:38:15.349521600 AM,7/20/2024 11:38,3490266.006,220455.666,2671.959,USER,Fixed,Corrected,None,231, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.279,0.66,1.095, , , , 
 ,20240720112650 2024-07-20 11:37:21.846818200 AM,7/20/2024 11:37,3490139.532,220485.017,2668.66,USER,Fixed,Corrected,None,211, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.279,0.66,1.096, , , , 
 ,20240720112650 2024-07-20 11:36:33.391090400 AM,7/20/2024 11:36,3490103.9,220468.978,2669.142,USER,Fixed,Corrected,None,192, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.661,1.096, , , , 
 ,20240720115140 2024-07-20 11:56:18.508213800 AM,7/20/2024 11:56,3490138.945,220688.424,2634.765,USER,Fixed,Corrected,None,49, ,BYCODE(0), ,0.016,0.012,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.438,0.728,1.24, , , , 
 ,20240720112650 2024-07-20 11:39:41.154753700 AM,7/20/2024 11:39,3490311.402,220467.229,2669.723,USER,Fixed,Corrected,None,267, ,BYCODE(0), ,0.016,0.01,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.562,0.833,1.322, , , , 
 ,20240720112650 2024-07-20 11:32:05.760487600 AM,7/20/2024 11:32,3490324.555,220256.953,2670.645,USER,Fixed,Corrected,None,74, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.355,0.699,1.161, , , , 
 ,20240720112650 2024-07-20 11:33:28.723436600 AM,7/20/2024 11:33,3490552.105,220178.321,2670.279,USER,Fixed,Corrected,None,110, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.096, , , , 
 ,20240720112650 2024-07-20 11:29:36.343807000 AM,7/20/2024 11:29,3490725.151,220025.157,2670.115,USER,Fixed,Corrected,None,4, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.375,0.706,1.18, , , , 
 ,20240720112650 2024-07-20 11:37:19.855411300 AM,7/20/2024 11:37,3490121.965,220493.912,2668.664,USER,Fixed,Corrected,None,210, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.279,0.66,1.096, , , , 
 ,20240720115140 2024-07-20 11:54:24.637618500 AM,7/20/2024 11:54,3490130.792,220591.721,2635.744,USER,Fixed,Corrected,None,8, ,BYCODE(0), ,0.016,0.012,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.445,0.729,1.247, , , , 
 ,20240720112650 2024-07-20 11:38:11.333758600 AM,7/20/2024 11:38,3490301.69,220437.923,2671.187,USER,Fixed,Corrected,None,229, ,BYCODE(0), ,0.013,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.279,0.66,1.096, , , , 
 ,20240720112650 2024-07-20 11:36:31.399577400 AM,7/20/2024 11:36,3490121.361,220460.109,2669.629,USER,Fixed,Corrected,None,191, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.661,1.096, , , , 
 ,20240720112650 2024-07-20 11:38:13.322787000 AM,7/20/2024 11:38,3490283.932,220446.648,2671.686,USER,Fixed,Corrected,None,230, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.279,0.66,1.096, , , , 
 ,20240720115140 2024-07-20 11:55:27.301072400 AM,7/20/2024 11:55,3490211.779,220604.127,2634.872,USER,Fixed,Corrected,None,31, ,BYCODE(0), ,0.016,0.012,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.432,0.728,1.234, , , , 
 ,20240720112650 2024-07-20 11:33:54.712847000 AM,7/20/2024 11:33,3490319.772,220293.91,2670.305,USER,Fixed,Corrected,None,123, ,BYCODE(0), ,0.013,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.096, , , , 
 ,20240720112650 2024-07-20 11:32:19.741513500 AM,7/20/2024 11:32,3490449.71,220194.824,2670.964,USER,Fixed,Corrected,None,81, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.354,0.699,1.16, , , , 
 ,20240720112650 2024-07-20 11:34:22.729653100 AM,7/20/2024 11:34,3490069.357,220418.247,2672.342,USER,Fixed,Corrected,None,137, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.097, , , , 
 ,20240720112650 2024-07-20 11:30:36.338507200 AM,7/20/2024 11:30,3490189.247,220290.883,2670.944,USER,Fixed,Corrected,None,34, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.373,0.705,1.178, , , , 
 ,20240720112650 2024-07-20 11:32:58.144252800 AM,7/20/2024 11:32,3490747.707,220047.171,2670.328,USER,Fixed,Corrected,None,98, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.282,0.664,1.096, , , , 
 ,20240720112650 2024-07-20 11:34:00.722752100 AM,7/20/2024 11:34,3490266.133,220320.831,2670.114,USER,Fixed,Corrected,None,126, ,BYCODE(0), ,0.013,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.097, , , , 
 ,20240720112650 2024-07-20 11:39:46.876298900 AM,7/20/2024 11:39,3490289.621,220503.792,2669.407,USER,Fixed,Corrected,None,269, ,BYCODE(0), ,0.016,0.01,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.563,0.833,1.323, , , , 
 ,20240720112650 2024-07-20 11:38:54.544755500 AM,7/20/2024 11:38,3489996.407,220613.678,2670.324,USER,Fixed,Corrected,None,248, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.278,0.659,1.095, , , , 
 ,20240720112650 2024-07-20 11:34:50.851156500 AM,7/20/2024 11:34,3489952.729,220509.413,2671.494,USER,Fixed,Corrected,None,147, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.097, , , , 
 ,20240720112650 2024-07-20 11:31:43.738753300 AM,7/20/2024 11:31,3490127.833,220354.612,2670.462,USER,Fixed,Corrected,None,63, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.356,0.699,1.162, , , , 
 ,20240720115140 2024-07-20 11:55:34.355667800 AM,7/20/2024 11:55,3490190.1,220629.6,2634.755,USER,Fixed,Corrected,None,33, ,BYCODE(0), ,0.016,0.012,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.433,0.728,1.234, , , , 
 ,20240720112650 2024-07-20 11:37:27.864765200 AM,7/20/2024 11:37,3490193.627,220458.107,2669.321,USER,Fixed,Corrected,None,214, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.279,0.66,1.096, , , , 
 ,20240720112650 2024-07-20 11:38:05.666151000 AM,7/20/2024 11:38,3490340.072,220418.734,2670.477,USER,Fixed,Corrected,None,227, ,BYCODE(0), ,0.013,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.279,0.66,1.096, , , , 
 ,20240720112650 2024-07-20 11:30:56.336235800 AM,7/20/2024 11:30,3490010.386,220379.244,2671.217,USER,Fixed,Corrected,None,44, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.358,0.7,1.164, , , , 
 ,20240720112650 2024-07-20 11:30:04.353538500 AM,7/20/2024 11:30,3490475.247,220148.943,2670.337,USER,Fixed,Corrected,None,18, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.374,0.705,1.179, , , , 
 ,20240720112650 2024-07-20 11:33:34.723164100 AM,7/20/2024 11:33,3490498.54,220205.053,2670.174,USER,Fixed,Corrected,None,113, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.096, , , , 
 ,20240720112650 2024-07-20 11:35:04.525139300 AM,7/20/2024 11:35,3490062.417,220455.709,2670.845,USER,Fixed,Corrected,None,153, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.097, , , , 
 ,20240720115140 2024-07-20 11:56:22.832195800 AM,7/20/2024 11:56,3490139.866,220688.13,2634.598,USER,Fixed,Corrected,None,50, ,BYCODE(0), ,0.016,0.012,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.438,0.728,1.24, , , , 
 ,20240720112650 2024-07-20 11:30:00.345687400 AM,7/20/2024 11:30,3490511.265,220131.229,2670.417,USER,Fixed,Corrected,None,16, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.374,0.705,1.179, , , , 
 ,20240720115140 2024-07-20 11:54:41.855593700 AM,7/20/2024 11:54,3490014.001,220649.721,2635.281,USER,Fixed,Corrected,None,15, ,BYCODE(0), ,0.016,0.012,0.014,0.021,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.428,0.728,1.228, , , , 
 ,20240720112650 2024-07-20 11:35:06.514606000 AM,7/20/2024 11:35,3490080.189,220446.905,2670.177,USER,Fixed,Corrected,None,154, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.097, , , , 
 ,20240720112650 2024-07-20 11:31:20.065476200 AM,7/20/2024 11:31,3489929.492,220452.733,2670.129,USER,Fixed,Corrected,None,52, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.357,0.699,1.163, , , , 
 ,20240720112650 2024-07-20 11:36:37.406107900 AM,7/20/2024 11:36,3490068.012,220486.91,2669.58,USER,Fixed,Corrected,None,194, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.661,1.096, , , , 
 ,20240720112650 2024-07-20 11:30:28.322498600 AM,7/20/2024 11:30,3490260.927,220255.33,2671.127,USER,Fixed,Corrected,None,30, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.373,0.705,1.178, , , , 
 ,20240720112650 2024-07-20 11:39:55.465109100 AM,7/20/2024 11:39,3490263.467,220524.046,2669.591,USER,Fixed,Corrected,None,271, ,BYCODE(0), ,0.016,0.01,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.565,0.833,1.325, , , , 
 ,20240720115140 2024-07-20 11:55:38.181947700 AM,7/20/2024 11:55,3490169.728,220639.873,2634.223,USER,Fixed,Corrected,None,34, ,BYCODE(0), ,0.016,0.012,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.434,0.728,1.235, , , , 
 ,20240720112650 2024-07-20 11:37:31.851853100 AM,7/20/2024 11:37,3490229.212,220440.324,2668.851,USER,Fixed,Corrected,None,216, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.279,0.66,1.096, , , , 
 ,20240720115140 2024-07-20 11:56:26.491840100 AM,7/20/2024 11:56,3490125.641,220704.714,2634.386,USER,Fixed,Corrected,None,51, ,BYCODE(0), ,0.017,0.012,0.014,0.021,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.439,0.728,1.241, , , , 
 ,20240720112650 2024-07-20 11:37:35.838851000 AM,7/20/2024 11:37,3490264.913,220422.68,2668.729,USER,Fixed,Corrected,None,218, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.279,0.66,1.096, , , , 
 ,20240720112650 2024-07-20 11:36:03.391838800 AM,7/20/2024 11:36,3490372.377,220335.963,2670.16,USER,Fixed,Corrected,None,177, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.661,1.096, , , , 
 ,20240720112650 2024-07-20 11:32:07.753857900 AM,7/20/2024 11:32,3490342.438,220248.167,2670.601,USER,Fixed,Corrected,None,75, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.355,0.699,1.161, , , , 
 ,20240720115140 2024-07-20 11:54:45.811011600 AM,7/20/2024 11:54,3490022.491,220669.899,2635.08,USER,Fixed,Corrected,None,16, ,BYCODE(0), ,0.017,0.012,0.014,0.021,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.428,0.728,1.229, , , , 
 ,20240720112650 2024-07-20 11:37:29.860337700 AM,7/20/2024 11:37,3490211.352,220449.162,2669.066,USER,Fixed,Corrected,None,215, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.279,0.66,1.096, , , , 
 ,20240720112650 2024-07-20 11:31:04.339792000 AM,7/20/2024 11:31,3489938.63,220414.792,2671.394,USER,Fixed,Corrected,None,48, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.358,0.7,1.163, , , , 
 ,20240720115140 2024-07-20 11:55:44.152131100 AM,7/20/2024 11:55,3490116.248,220666.274,2634.91,USER,Fixed,Corrected,None,37, ,BYCODE(0), ,0.016,0.012,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.434,0.728,1.236, , , , 
 ,20240720112650 2024-07-20 11:36:39.397364400 AM,7/20/2024 11:36,3490050.179,220495.745,2670.03,USER,Fixed,Corrected,None,195, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.661,1.096, , , , 
 ,20240720112650 2024-07-20 11:39:03.340327700 AM,7/20/2024 11:39,3490018.781,220612.378,2668.951,USER,Fixed,Corrected,None,250, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.278,0.659,1.095, , , , 
 ,20240720112650 2024-07-20 11:34:18.715237600 AM,7/20/2024 11:34,3490104.819,220400.542,2672.906,USER,Fixed,Corrected,None,135, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.097, , , , 
 ,20240720112650 2024-07-20 11:33:22.721684500 AM,7/20/2024 11:33,3490605.936,220151.476,2670.366,USER,Fixed,Corrected,None,107, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.096, , , , 
 ,20240720112650 2024-07-20 11:30:40.337869400 AM,7/20/2024 11:30,3490153.458,220308.333,2671.54,USER,Fixed,Corrected,None,36, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.373,0.705,1.178, , , , 
 ,20240720112650 2024-07-20 11:33:32.737736700 AM,7/20/2024 11:33,3490516.377,220196.196,2670.043,USER,Fixed,Corrected,None,112, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.096, , , , 
 ,20240720112650 2024-07-20 11:32:25.756974900 AM,7/20/2024 11:32,3490503.324,220168.164,2671.424,USER,Fixed,Corrected,None,84, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.354,0.698,1.16, , , , 
 ,20240720112650 2024-07-20 11:33:52.727579800 AM,7/20/2024 11:33,3490337.436,220285.139,2670.272,USER,Fixed,Corrected,None,122, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.096, , , , 
 ,20240720112650 2024-07-20 11:36:11.395540700 AM,7/20/2024 11:36,3490300.887,220371.36,2669.224,USER,Fixed,Corrected,None,181, ,BYCODE(0), ,0.013,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.661,1.096, , , , 
 ,20240720115140 2024-07-20 11:56:35.535501200 AM,7/20/2024 11:56,3490090.682,220745.677,2634.752,USER,Fixed,Corrected,None,54, ,BYCODE(0), ,0.017,0.012,0.015,0.021,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.44,0.729,1.242, , , , 
 ,20240720112650 2024-07-20 11:37:39.846645100 AM,7/20/2024 11:37,3490300.861,220404.907,2669.311,USER,Fixed,Corrected,None,220, ,BYCODE(0), ,0.013,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.279,0.66,1.096, , , , 
 ,20240720112650 2024-07-20 11:30:24.324794300 AM,7/20/2024 11:30,3490296.619,220237.559,2671.126,USER,Fixed,Corrected,None,28, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.373,0.705,1.179, , , , 
 ,20240720115140 2024-07-20 11:56:36.290213300 AM,7/20/2024 11:56,3490090.603,220745.698,2634.608,USER,Fixed,Corrected,None,55, ,BYCODE(0), ,0.017,0.012,0.015,0.021,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.44,0.729,1.242, , , , 
 ,20240720112650 2024-07-20 11:32:09.734838200 AM,7/20/2024 11:32,3490360.116,220239.362,2670.572,USER,Fixed,Corrected,None,76, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.355,0.699,1.16, , , , 
 ,20240720112650 2024-07-20 11:30:22.335264000 AM,7/20/2024 11:30,3490314.406,220228.794,2671.259,USER,Fixed,Corrected,None,27, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.373,0.705,1.179, , , , 
 ,20240720112650 2024-07-20 11:29:42.347359900 AM,7/20/2024 11:29,3490671.442,220051.732,2670.805,USER,Fixed,Corrected,None,7, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.375,0.706,1.18, , , , 
 ,20240720112650 2024-07-20 11:36:41.395049800 AM,7/20/2024 11:36,3490032.328,220504.5,2670.42,USER,Fixed,Corrected,None,196, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.661,1.096, , , , 
 ,20240720112650 2024-07-20 11:32:41.784328500 AM,7/20/2024 11:32,3490646.791,220097.459,2671.079,USER,Fixed,Corrected,None,92, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.353,0.698,1.159, , , , 
 ,20240720115140 2024-07-20 11:55:42.162519900 AM,7/20/2024 11:55,3490133.946,220657.569,2634.555,USER,Fixed,Corrected,None,36, ,BYCODE(0), ,0.016,0.012,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.434,0.728,1.235, , , , 
 ,20240720115140 2024-07-20 11:55:46.180926600 AM,7/20/2024 11:55,3490098.057,220675.224,2635.197,USER,Fixed,Corrected,None,38, ,BYCODE(0), ,0.016,0.012,0.014,0.021,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.434,0.728,1.236, , , , 
 ,20240720115140 2024-07-20 11:56:30.505781900 AM,7/20/2024 11:56,3490099.461,220735.255,2634.547,USER,Fixed,Corrected,None,53, ,BYCODE(0), ,0.017,0.012,0.015,0.021,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.439,0.728,1.241, , , , 
 ,20240720112650 2024-07-20 11:31:45.761432400 AM,7/20/2024 11:31,3490145.903,220345.687,2670.435,USER,Fixed,Corrected,None,64, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.356,0.699,1.162, , , , 
 ,20240720112650 2024-07-20 11:36:45.405267000 AM,7/20/2024 11:36,3489996.415,220522.281,2670.884,USER,Fixed,Corrected,None,198, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.661,1.096, , , , 
 ,20240720115140 2024-07-20 11:55:40.171240800 AM,7/20/2024 11:55,3490151.834,220648.822,2634.377,USER,Fixed,Corrected,None,35, ,BYCODE(0), ,0.016,0.012,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.434,0.728,1.235, , , , 
 ,20240720112650 2024-07-20 11:33:01.805994300 AM,7/20/2024 11:33,3490729.975,220061.086,2670.191,USER,Fixed,Corrected,None,99, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.282,0.664,1.096, , , , 
 ,20240720112650 2024-07-20 11:31:57.761383800 AM,7/20/2024 11:31,3490253.104,220292.567,2670.802,USER,Fixed,Corrected,None,70, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.355,0.699,1.161, , , , 
 ,20240720112650 2024-07-20 11:32:43.761547800 AM,7/20/2024 11:32,3490664.493,220088.693,2670.817,USER,Fixed,Corrected,None,93, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.353,0.698,1.159, , , , 
 ,20240720112650 2024-07-20 11:38:17.340882100 AM,7/20/2024 11:38,3490248.35,220464.687,2671.831,USER,Fixed,Corrected,None,232, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.279,0.66,1.095, , , , 
